kW,V
0.412,412.0
0.412,412.0
0.412,412.0
0.0,412.0
0.0,413.0
0.0,413.0
0.0,413.0
0.0,413.0
1.644,411.0
1.64,410.0
1.64,410.0
1.64,410.0
2.05,410.0
2.045,409.0
2.045,409.0
2.454,409.0
2.849,407.0
3.256,407.0
2.849,407.0
2.849,407.0
2.856,408.0
2.448,408.0
2.448,408.0
2.849,407.0
2.856,408.0
2.448,408.0
2.04,408.0
2.045,409.0
2.045,409.0
2.04,408.0
2.454,409.0
3.256,407.0
2.448,408.0
2.448,408.0
2.856,408.0
2.856,408.0
2.856,408.0
2.856,408.0
2.849,407.0
2.849,407.0
3.248,406.0
3.256,407.0
4.05,405.0
4.06,406.0
4.06,406.0
3.645,405.0
3.654,406.0
3.654,406.0
4.06,406.0
3.654,406.0
3.256,407.0
2.849,407.0
2.856,408.0
2.045,409.0
2.448,408.0
2.454,409.0
2.04,408.0
2.454,409.0
1.64,410.0
0.412,412.0
-0.0,413.0
1.644,411.0
2.856,408.0
2.05,410.0
1.64,410.0
1.64,410.0
2.045,409.0
2.045,409.0
2.05,410.0
2.05,410.0
2.05,410.0
2.05,410.0
2.454,409.0
3.264,408.0
3.256,407.0
3.248,406.0
3.654,406.0
3.654,406.0
4.05,405.0
4.848,404.0
4.848,404.0
4.848,404.0
4.444,404.0
4.05,405.0
3.645,405.0
3.645,405.0
3.654,406.0
3.654,406.0
3.654,406.0
2.448,408.0
-0.414,414.0
-0.414,414.0
0.0,413.0
0.0,413.0
0.413,413.0
0.824,412.0
2.05,410.0
2.454,409.0
2.045,409.0
1.233,411.0
1.23,410.0
2.856,408.0
2.856,408.0
2.856,408.0
4.06,406.0
4.455,405.0
4.444,404.0
5.239,403.0
5.628,402.0
4.836,403.0
4.836,403.0
3.645,405.0
4.05,405.0
4.04,404.0
4.444,404.0
4.444,404.0
4.848,404.0
4.848,404.0
4.848,404.0
4.444,404.0
4.444,404.0
4.05,405.0
4.04,404.0
4.05,405.0
4.05,405.0
4.05,405.0
4.455,405.0
4.444,404.0
4.848,404.0
4.848,404.0
4.836,403.0
4.836,403.0
4.848,404.0
4.848,404.0
4.836,403.0
4.433,403.0
4.05,405.0
4.455,405.0
4.444,404.0
4.836,403.0
5.226,402.0
4.836,403.0
6.03,402.0
6.03,402.0
5.628,402.0
5.628,402.0
6.015,401.0
6.03,402.0
6.03,402.0
6.03,402.0
6.416,401.0
6.416,401.0
6.4,400.0
6.8,400.0
5.628,402.0
6.015,401.0
5.614,401.0
5.239,403.0
5.226,402.0
5.628,402.0
5.628,402.0
5.628,402.0
6.015,401.0
5.614,401.0
5.628,402.0
5.239,403.0
5.628,402.0
5.628,402.0
5.628,402.0
6.015,401.0
6.015,401.0
6.015,401.0
6.03,402.0
6.015,401.0
6.416,401.0
6.4,400.0
7.182,399.0
7.581,399.0
7.94,397.0
8.358,398.0
9.108,396.0
8.712,396.0
8.734,397.0
8.712,396.0
8.337,397.0
7.94,397.0
7.562,398.0
7.94,397.0
8.316,396.0
7.562,398.0
7.562,398.0
7.164,398.0
7.94,397.0
7.94,397.0
7.96,398.0
7.94,397.0
7.562,398.0
6.8,400.0
4.824,402.0
0.0,411.0
-1.242,414.0
-0.412,412.0
0.0,411.0
0.0,411.0
0.0,411.0
0.0,411.0
0.0,411.0
0.411,411.0
0.0,412.0
0.412,412.0
0.82,410.0
2.045,409.0
1.636,409.0
1.23,410.0
1.23,410.0
0.822,411.0
