I,kW,V,t1
-4.1,-1.7,451.9,22
-4.1,-1.7,451.9,22
-4.1,-1.7,451.9,22
-4.1,-1.7,451.9,22
-4,-1.7,451.9,22
-4,-1.8,451.9,22
-4,-1.8,451.9,22
-4,-1.8,451.9,22
-4,-1.8,451.9,22
-4,-1.8,451.9,22
-4,-1.8,451.9,22
-4,-1.8,451.9,22
-4,-1.8,451.9,22
-4.2,-1.8,451.9,22
-4.2,-1.8,451.9,22
-4.2,-1.8,451.9,22
-4,-1.8,451.9,22
-4,-1.9,451.9,22
-4,-1.9,451.9,22
-4,-1.9,451.9,22
-4.1,-1.9,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4,-1.8,451.9,22
-4,-1.8,451.9,22
-4,-1.8,451.9,22
-4.3,-1.8,451.9,22
-4.3,-1.8,451.9,22
-4.3,-1.8,451.9,22
-4.3,-1.8,451.9,22
-4.3,-1.9,451.9,22
-4.3,-1.9,451.9,22
-4.3,-1.9,451.9,22
-4.3,-1.9,451.9,22
-4.3,-1.9,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.2,-1.8,451.9,22
-4.2,-1.8,451.9,22
-4.2,-1.8,451.9,22
-4.2,-1.8,451.9,22
-4.2,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.2,-1.8,451.9,22
-4.2,-1.8,451.9,22
-4.2,-1.8,451.9,22
-4.2,-1.8,451.9,22
-4.2,-1.8,451.9,22
-4.4,-1.9,452,22
-4.4,-1.9,452,22
-4.4,-1.9,452,22
-4.4,-1.9,452,22
-4.3,-1.9,452,22
-4.3,-1.9,452,22
-4.3,-1.9,452,22
-4.2,-1.9,452,22
-4.2,-1.9,451.9,22
-4.2,-1.9,451.9,22
-4.2,-1.9,451.9,22
-4.1,-1.9,451.9,22
-4.1,-1.9,452,22
-4.1,-1.9,452,22
-4.1,-1.9,452,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.1,-1.8,451.9,22
-4.3,-1.9,452,22
-4.3,-1.9,452,22
-4.3,-1.9,452,22
-4.3,-1.9,452,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.2,-1.8,452,22
-4.2,-1.8,452,22
-4.2,-1.8,452,22
-4.2,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.1,-1.9,452,22
-4.1,-1.9,452,22
-4.1,-1.9,452,22
-4.1,-1.9,452,22
-4.2,-1.8,452,22
-4.2,-1.8,452,22
-4.2,-1.8,452,22
-4.2,-1.8,452,22
-4.2,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.2,-1.8,452,22
-4.2,-1.8,452,22
-4.2,-1.8,452,22
-4.2,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.9,452,22
-4.3,-1.9,452,22
-4.3,-1.9,452,22
-4.2,-1.9,452,22
-4.2,-1.9,452,22
-4.2,-1.9,452,22
-4.2,-1.9,452,22
-4,-1.8,452,22
-4,-1.8,452,22
-4,-1.8,452,22
-4,-1.8,452,22
-4,-1.8,452,22
-4.3,-1.9,452,22
-4.3,-1.9,452,22
-4.3,-1.9,452,22
-4.3,-1.9,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.3,-1.8,452.1,22
-4.3,-1.8,452.1,22
-4.3,-1.8,452.1,22
-4.3,-1.8,452.1,22
-4.3,-1.8,452.1,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.8,452,22
-4.2,-1.8,452,22
-4.2,-1.8,452,22
-4.2,-1.8,452,22
-4.2,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.3,-1.8,452,22
-4.3,-1.9,452.1,22
-4.3,-1.9,452.1,22
-4.3,-1.9,452.1,22
-4.1,-1.9,452,22
-4.1,-1.9,452,22
-4.1,-1.9,452,22
-4.1,-1.9,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4.4,-1.8,452.1,22
-4.4,-1.9,452.1,22
-4.4,-1.9,452.1,22
-4.4,-1.9,452.1,22
-4.4,-1.9,452.1,22
-4.4,-1.9,452.1,22
-4.4,-1.9,452.1,22
-4.4,-1.9,452.1,22
-4.3,-1.9,452.1,22
-4.3,-1.9,452.1,22
-4.3,-1.9,452.1,22
-4.3,-1.9,452.1,22
-4.2,-1.9,452.1,22
-4.2,-1.9,452.1,22
-4.2,-1.9,452.1,22
-4.2,-1.9,452.1,22
-4.2,-1.9,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.3,-1.8,452.1,22
-4.3,-1.9,452.1,22
-4.3,-1.9,452.1,22
-4.3,-1.9,452.1,22
-4.3,-1.9,452.1,22
-4.1,-1.8,452.1,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4.1,-1.8,452,22
-4,-1.9,452.1,22
-4,-1.9,452.1,22
-4,-1.9,452.1,22
-4,-1.9,452.1,22
-4.2,-1.9,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4,-1.8,452.1,22
-4,-1.8,452.1,22
-4,-1.8,452.1,22
-4,-1.8,452.1,22
-4,-1.8,452.1,22
-4.3,-1.8,452.1,22
-4.3,-1.8,452.1,22
-4.3,-1.8,452.1,22
-4.3,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.4,-1.9,452.1,22
-4.4,-1.9,452.1,22
-4.4,-1.9,452.1,22
-4.4,-1.9,452.1,22
-4.3,-1.8,452.1,22
-4.3,-1.8,452.1,22
-4.3,-1.8,452.1,22
-4.3,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.3,-1.8,452.1,22
-4.3,-1.8,452.1,22
-4.3,-1.8,452.1,22
-4.3,-1.8,452.1,22
-4.3,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4.1,-1.8,452.1,22
-4,-1.8,452.1,22
-4,-1.8,452.1,22
-4,-1.8,452.1,22
-4,-1.8,452.1,22
-4.2,-1.9,452.1,22
-4.2,-1.9,452.1,22
-4.2,-1.9,452.1,22
-4.2,-1.9,452.1,22
-4.2,-1.9,452.1,22
-4.2,-1.9,452.2,22
-4.2,-1.9,452.2,22
-4.2,-1.9,452.2,22
-4.2,-1.9,452.2,22
-4.3,-1.8,452.2,22
-4.3,-1.8,452.2,22
-4.3,-1.8,452.2,22
-4.3,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.2,-1.9,452.2,22
-4.2,-1.9,452.2,22
-4.2,-1.9,452.2,22
-4.2,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.1,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.3,-1.8,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4,-1.8,452.2,22
-4,-1.8,452.2,22
-4,-1.8,452.2,22
-4,-1.8,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4,-1.8,452.2,22
-4,-1.8,452.2,22
-4,-1.8,452.2,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4,-1.9,452.3,22
-4,-1.8,452.2,22
-4,-1.8,452.2,22
-4,-1.8,452.2,22
-3.9,-1.8,452.2,22
-3.9,-1.8,452.2,22
-3.9,-1.8,452.2,22
-3.9,-1.8,452.2,22
-3.9,-1.8,452.2,22
-4.2,-1.9,452.2,22
-4.2,-1.9,452.2,22
-4.2,-1.9,452.2,22
-4.2,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.2,-1.8,452.3,22
-4.2,-1.8,452.3,22
-4.2,-1.8,452.3,22
-4.2,-1.8,452.3,22
-4.2,-1.9,452.3,22
-4.2,-1.9,452.3,22
-4.2,-1.9,452.3,22
-4.2,-1.9,452.3,22
-4.3,-1.8,452.3,22
-4.3,-1.8,452.3,22
-4.3,-1.8,452.3,22
-4.3,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.4,-1.9,452.3,22
-4.4,-1.8,452.3,22
-4.4,-1.8,452.3,22
-4.4,-1.8,452.3,22
-4.2,-1.8,452.3,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.2,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4,-1.9,452.2,22
-4,-1.8,452.2,22
-4,-1.8,452.2,22
-4,-1.8,452.2,22
-4,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.3,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.2,-1.9,452.3,22
-4.2,-1.9,452.3,22
-4.2,-1.9,452.3,22
-4.2,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.8,452.2,22
-4.3,-1.8,452.2,22
-4.3,-1.8,452.2,22
-4.3,-1.8,452.2,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.2,22
-4.1,-1.9,452.3,22
-4.1,-1.9,452.3,22
-4.1,-1.9,452.3,22
-4.1,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4,-1.8,452.2,22
-4,-1.8,452.2,22
-4,-1.8,452.2,22
-4,-1.8,452.2,22
-4,-1.8,452.2,22
-4,-1.8,452.2,22
-4,-1.8,452.2,22
-4,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.1,-1.8,452.2,22
-4.2,-1.9,452.3,22
-4.2,-1.9,452.3,22
-4.2,-1.9,452.3,22
-4.2,-1.9,452.3,22
-4.3,-1.8,452.3,22
-4.3,-1.8,452.3,22
-4.3,-1.8,452.3,22
-4.3,-1.8,452.3,22
-4.3,-1.8,452.3,22
-4.3,-1.8,452.2,22
-4.3,-1.8,452.2,22
-4.3,-1.8,452.2,22
-4.3,-1.8,452.2,22
-4,-1.8,452.3,22
-4,-1.8,452.3,22
-4,-1.8,452.3,22
-4,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.3,22
-4.2,-1.9,452.3,22
-4.2,-1.8,452.3,22
-4.2,-1.8,452.3,22
-4.2,-1.8,452.3,22
-4.2,-1.8,452.3,22
-4,-1.8,452.3,22
-4,-1.9,452.3,22
-4,-1.9,452.3,22
-4,-1.9,452.3,22
-4,-1.9,452.3,22
-4.4,-1.8,452.3,22
-4.4,-1.8,452.3,22
-4.4,-1.8,452.3,22
-4.4,-1.8,452.3,22
-4.4,-1.8,452.3,22
-4,-1.8,452.3,22
-4,-1.8,452.3,22
-4,-1.8,452.3,22
-4,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.1,-1.9,452.4,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4.2,-1.9,452.4,22
-4.2,-1.9,452.4,22
-4.2,-1.9,452.4,22
-4.2,-1.9,452.4,22
-4.2,-1.9,452.4,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.1,-1.8,452.3,22
-4.3,-1.8,452.3,22
-4.3,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4.3,-1.8,452.4,22
-3.9,-1.7,452.3,22
-3.9,-1.7,452.3,22
-3.9,-1.7,452.3,22
-4.3,-1.9,452.3,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4,-1.8,452.4,22
-4,-1.8,452.4,22
-4,-1.8,452.4,22
-4,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.2,-1.8,452.4,22
-4.2,-1.8,452.4,22
-4.2,-1.8,452.4,22
-4.2,-1.8,452.4,22
-4.2,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4,-1.9,452.4,22
-4,-1.9,452.4,22
-4,-1.9,452.4,22
-4,-1.9,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.9,452.4,22
-4.1,-1.9,452.4,22
-4.1,-1.9,452.4,22
-4.1,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.4,22
-4.1,-1.9,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4.3,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.1,-1.8,452.4,22
-4.3,-1.9,452.4,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.1,-1.9,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.4,-1.9,452.5,22
-4.4,-1.9,452.5,22
-4.4,-1.9,452.5,22
-4.4,-1.9,452.5,22
-4.4,-1.9,452.5,22
-4.1,-1.9,452.4,22
-4.1,-1.9,452.4,22
-4.1,-1.9,452.4,22
-4.1,-1.9,452.4,22
-4.2,-1.9,452.4,22
-4.2,-1.9,452.5,22
-4.2,-1.9,452.5,22
-4.2,-1.9,452.5,22
-4.2,-1.9,452.5,22
-4.2,-1.9,452.5,22
-4.2,-1.9,452.5,22
-4.2,-1.9,452.5,22
-4.2,-1.9,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4,-1.9,452.5,22
-4,-1.9,452.5,22
-4,-1.9,452.5,22
-4,-1.9,452.5,22
-4.1,-1.9,452.5,22
-4.1,-1.9,452.5,22
-4.1,-1.9,452.5,22
-4.1,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.2,-1.9,452.5,22
-4.2,-1.9,452.5,22
-4.2,-1.9,452.5,22
-4.2,-1.9,452.5,22
-4.2,-1.9,452.5,22
-4.2,-1.9,452.5,22
-4,-1.8,452.5,22
-4,-1.8,452.5,22
-4,-1.8,452.5,22
-4,-1.8,452.5,22
-3.9,-1.8,452.5,22
-3.9,-1.8,452.5,22
-3.9,-1.8,452.5,22
-3.9,-1.8,452.5,22
-4,-1.7,452.5,22
-4,-1.7,452.5,22
-4,-1.7,452.5,22
-4,-1.7,452.5,22
-4,-1.8,452.5,22
-4,-1.8,452.5,22
-4,-1.8,452.5,22
-4,-1.8,452.5,22
-4.3,-1.8,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.8,452.5,22
-4.3,-1.8,452.5,22
-4.3,-1.8,452.5,22
-4.3,-1.8,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.2,-1.8,452.5,22
-4.2,-1.8,452.5,22
-4.2,-1.8,452.5,22
-4.2,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4,-1.8,452.5,22
-4,-1.9,452.5,22
-4,-1.9,452.5,22
-4,-1.9,452.5,22
-4,-1.8,452.5,22
-4,-1.8,452.5,22
-4,-1.8,452.5,22
-4,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.1,-1.8,452.5,22
-4.3,-1.9,452.5,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.2,-1.9,452.6,22
-4.2,-1.9,452.6,22
-4.2,-1.9,452.6,22
-4.2,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.8,452.6,22
-4.3,-1.8,452.6,22
-4.3,-1.8,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.1,-1.9,452.6,22
-4.1,-1.9,452.6,22
-4.1,-1.9,452.6,22
-4.1,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.2,-1.9,452.6,22
-4.2,-1.8,452.6,22
-4.2,-1.8,452.6,22
-4.2,-1.8,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.3,-1.9,452.6,22
-4.2,-1.9,452.6,22
-4.2,-1.9,452.6,22
-4.2,-1.9,452.6,22
-4.2,-1.9,452.6,22
-4.1,-1.9,452.6,22
-4.1,-1.8,452.6,22
-4.1,-1.8,452.6,22
-4.1,-1.8,452.6,22
-4.1,-1.8,452.6,22
-4.1,-1.8,452.6,22
-4.1,-1.8,452.6,22
-4.1,-1.8,452.6,22
-4.2,-1.8,452.6,22
-4.2,-1.8,452.6,22
-4.2,-1.8,452.6,22
-4.2,-1.8,452.6,22
-4.2,-1.8,452.6,22
-4.2,-1.8,452.6,22
-4.2,-1.9,452.6,22
-4.2,-1.9,452.6,22
-4.2,-1.9,452.6,22
-4.2,-1.9,452.6,22
