I,kW,V,t1
-4,-1.8,438.4,20
-4,-1.8,438.4,20
-4,-1.8,438.4,20
-4,-1.8,438.4,20
-4.4,-1.8,438.4,20
-4.4,-1.7,438.4,20
-4.4,-1.7,438.4,20
-4.4,-1.7,438.4,20
-4.4,-1.7,438.4,20
-4,-1.7,438.4,20
-4,-1.8,438.4,20
-4,-1.8,438.4,20
-4,-1.8,438.4,20
-4,-1.8,438.4,20
-4.2,-1.8,438.4,20
-4.2,-1.8,438.4,20
-4.2,-1.8,438.4,20
-4.2,-1.8,438.4,20
-4.3,-1.8,438.4,20
-4.3,-1.8,438.4,20
-4.3,-1.8,438.4,20
-4.3,-1.8,438.4,20
-4.3,-1.8,438.4,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.2,-1.7,438.4,20
-4.2,-1.7,438.4,20
-4.2,-1.7,438.4,20
-4.2,-1.7,438.4,20
-4.1,-1.7,438.4,20
-4.1,-1.7,438.4,20
-4.1,-1.7,438.4,20
-4.2,-1.7,438.4,20
-4.2,-1.7,438.4,20
-4.2,-1.7,438.4,20
-4.2,-1.7,438.4,20
-4.2,-1.7,438.4,20
-4.2,-1.7,438.4,20
-4.2,-1.7,438.4,20
-4.2,-1.7,438.4,20
-4.3,-1.9,438.4,20
-4.3,-1.9,438.5,20
-4.3,-1.9,438.5,20
-4.3,-1.9,438.5,20
-4.3,-1.9,438.5,20
-4.1,-1.8,438.4,20
-4.1,-1.8,438.4,20
-4.1,-1.8,438.4,20
-4.3,-1.8,438.4,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.4,20
-4.1,-1.7,438.4,20
-4.1,-1.7,438.4,20
-4.1,-1.7,438.4,20
-4.1,-1.7,438.4,20
-4.1,-1.7,438.4,20
-4.1,-1.7,438.4,20
-4,-1.7,438.4,20
-4,-1.7,438.4,20
-4,-1.7,438.4,20
-4,-1.7,438.4,20
-4,-1.7,438.4,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.4,20
-4.2,-1.7,438.4,20
-4.2,-1.7,438.4,20
-4.2,-1.7,438.4,20
-4.2,-1.7,438.4,20
-4.2,-1.7,438.4,20
-4.2,-1.7,438.4,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.1,-1.8,438.4,20
-4.1,-1.8,438.4,20
-4.1,-1.8,438.4,20
-4.4,-1.8,438.4,20
-4.4,-1.8,438.5,20
-4.4,-1.8,438.5,20
-4.4,-1.8,438.5,20
-4.4,-1.8,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4,-1.7,438.5,20
-4,-1.7,438.4,20
-4,-1.7,438.4,20
-4,-1.7,438.4,20
-4.1,-1.7,438.4,20
-4.1,-1.8,438.4,20
-4.1,-1.8,438.4,20
-4.1,-1.8,438.4,20
-4.1,-1.8,438.4,20
-4.2,-1.9,438.5,20
-4.2,-1.9,438.5,20
-4.2,-1.9,438.5,20
-4.2,-1.9,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.1,-1.8,438.5,20
-4.1,-1.8,438.5,20
-4.1,-1.8,438.5,20
-4.1,-1.8,438.5,20
-4,-1.7,438.5,20
-4,-1.7,438.5,20
-4,-1.7,438.5,20
-4,-1.7,438.5,20
-4,-1.7,438.5,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.1,-1.8,438.5,20
-4.1,-1.8,438.5,20
-4.1,-1.8,438.5,20
-4.1,-1.8,438.5,20
-4.1,-1.8,438.5,20
-4.1,-1.8,438.5,20
-4.1,-1.8,438.5,20
-4.1,-1.8,438.5,20
-4.1,-1.8,438.5,20
-4.4,-1.8,438.5,20
-4.4,-1.8,438.5,20
-4.4,-1.8,438.5,20
-4.4,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.3,-1.8,438.5,20
-4.4,-1.8,438.5,20
-4.4,-1.8,438.5,20
-4.4,-1.8,438.5,20
-4.4,-1.8,438.5,20
-4.3,-1.8,438.6,20
-4.3,-1.8,438.6,20
-4.3,-1.8,438.6,20
-4.2,-1.8,438.6,20
-4.2,-1.9,438.5,20
-4.2,-1.9,438.5,20
-4.1,-1.9,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.1,-1.8,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4,-1.7,438.5,20
-4,-1.7,438.5,20
-4,-1.7,438.5,20
-4,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.8,438.6,20
-4.1,-1.8,438.6,20
-4.1,-1.8,438.6,20
-4.1,-1.8,438.6,20
-4.2,-1.7,438.6,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.2,-1.8,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.1,-1.8,438.5,20
-4.1,-1.8,438.6,20
-4.1,-1.8,438.6,20
-4.1,-1.8,438.6,20
-4,-1.7,438.5,20
-4,-1.7,438.5,20
-4,-1.7,438.5,20
-4,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4,-1.7,438.5,20
-4,-1.7,438.5,20
-4,-1.7,438.5,20
-4,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.2,-1.7,438.5,20
-4.1,-1.7,438.5,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.2,-1.7,438.6,20
-4.2,-1.7,438.6,20
-4.2,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.2,-1.7,438.6,20
-4.2,-1.7,438.6,20
-4.2,-1.7,438.6,20
-4.2,-1.7,438.6,20
-4.2,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.8,438.6,20
-4,-1.8,438.6,20
-4,-1.8,438.6,20
-4,-1.8,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.8,438.6,20
-4,-1.8,438.6,20
-4,-1.8,438.6,20
-4,-1.8,438.6,20
-4.3,-1.8,438.6,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4.2,-1.8,438.6,20
-4.2,-1.8,438.6,20
-4.2,-1.8,438.6,20
-4.2,-1.8,438.6,20
-4.3,-1.7,438.7,20
-4.3,-1.7,438.7,20
-4.3,-1.7,438.7,20
-4.3,-1.7,438.7,20
-4.3,-1.8,438.6,20
-4.3,-1.8,438.6,20
-4.3,-1.8,438.6,20
-4.2,-1.8,438.6,20
-4.2,-1.8,438.7,20
-4.2,-1.8,438.7,20
-4.2,-1.8,438.7,20
-4.1,-1.8,438.6,20
-4.1,-1.8,438.6,20
-4.1,-1.8,438.6,20
-4,-1.8,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4.2,-1.7,438.6,20
-4.2,-1.7,438.6,20
-4.2,-1.7,438.6,20
-4.2,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.2,-1.8,438.6,20
-4.2,-1.8,438.7,20
-4.2,-1.8,438.7,20
-4.2,-1.8,438.7,20
-4.3,-1.9,438.7,20
-4.3,-1.9,438.7,20
-4.3,-1.9,438.7,20
-4.3,-1.9,438.7,20
-4.4,-1.9,438.7,20
-4.4,-1.8,438.7,20
-4.4,-1.8,438.7,20
-4.4,-1.8,438.7,20
-4.4,-1.8,438.7,20
-4.2,-1.7,438.6,20
-4.2,-1.7,438.6,20
-4.2,-1.7,438.6,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.2,-1.8,438.7,20
-4.2,-1.8,438.7,20
-4.2,-1.8,438.7,20
-4,-1.8,438.7,20
-4,-1.8,438.7,20
-4,-1.8,438.7,20
-4,-1.8,438.7,20
-4,-1.8,438.7,20
-4,-1.8,438.6,20
-4,-1.8,438.6,20
-4,-1.8,438.6,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.1,-1.7,438.6,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.6,20
-4.2,-1.7,438.6,20
-4.2,-1.7,438.6,20
-4.2,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4,-1.7,438.6,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.6,20
-4.1,-1.8,438.6,20
-4.1,-1.8,438.6,20
-4.1,-1.8,438.6,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.3,-1.7,438.7,20
-4.3,-1.7,438.7,20
-4.3,-1.7,438.7,20
-4.3,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.4,-1.8,438.7,20
-4.4,-1.8,438.7,20
-4.4,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.2,-1.8,438.7,20
-4.2,-1.8,438.7,20
-4.2,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.2,-1.9,438.7,20
-4.2,-1.9,438.7,20
-4.2,-1.9,438.7,20
-4.2,-1.9,438.7,20
-4.3,-1.9,438.7,20
-4.3,-1.7,438.7,20
-4.3,-1.7,438.7,20
-4.3,-1.7,438.7,20
-4.2,-1.8,438.7,20
-4.2,-1.8,438.7,20
-4.2,-1.8,438.7,20
-4.2,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.3,-1.8,438.8,20
-4.3,-1.8,438.8,20
-4.3,-1.8,438.8,20
-4,-1.8,438.8,20
-4,-1.8,438.7,20
-4,-1.8,438.7,20
-4,-1.8,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.7,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.8,438.7,20
-4.2,-1.8,438.7,20
-4.2,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.7,20
-4,-1.7,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.8,20
-4.1,-1.8,438.8,20
-4.1,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.1,-1.8,438.8,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.1,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.3,-1.8,438.7,20
-4.2,-1.7,438.7,20
-4.2,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4,-1.8,438.8,20
-4,-1.8,438.8,20
-4,-1.8,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4,-1.7,438.8,20
-4,-1.7,438.8,20
-4,-1.7,438.8,20
-4,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.3,-1.8,438.8,20
-4.3,-1.8,438.8,20
-4.3,-1.8,438.8,20
-4.3,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.3,-1.8,438.8,20
-4.3,-1.8,438.8,20
-4.3,-1.8,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4,-1.7,438.8,20
-4,-1.7,438.8,20
-4,-1.7,438.8,20
-4,-1.7,438.8,20
-4,-1.7,438.8,20
-4,-1.7,438.8,20
-4,-1.7,438.8,20
-4,-1.7,438.8,20
-4,-1.7,438.8,20
-4,-1.7,438.8,20
-4,-1.7,438.8,20
-4,-1.7,438.8,20
-4.2,-1.7,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.2,-1.8,438.8,20
-4.1,-1.8,438.8,20
-4.1,-1.8,438.8,20
-4.1,-1.8,438.8,20
-4.1,-1.8,438.8,20
-4.1,-1.8,438.8,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.4,-1.8,438.9,20
-4.4,-1.8,438.9,20
-4.4,-1.8,438.9,20
-4.4,-1.8,438.9,20
-4.4,-1.8,438.9,20
-4.4,-1.8,438.9,20
-4.4,-1.8,438.9,20
-4.4,-1.8,438.9,20
-4.2,-1.7,438.9,20
-4.2,-1.7,438.9,20
-4.2,-1.7,438.9,20
-4.2,-1.7,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.7,438.8,20
-4.1,-1.8,438.8,20
-4.1,-1.8,438.9,20
-4.1,-1.8,438.9,20
-4.1,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.9,438.9,20
-4.3,-1.9,438.9,20
-4.3,-1.9,438.9,20
-4.3,-1.9,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.2,-1.7,438.9,20
-4.2,-1.7,438.9,20
-4.2,-1.7,438.9,20
-4.2,-1.7,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.2,-1.8,438.9,20
-4.2,-1.8,438.9,20
-4.2,-1.8,438.9,20
-4.2,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.7,438.9,20
-4.3,-1.7,438.9,20
-4.3,-1.7,438.9,20
-4.3,-1.7,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4,-1.8,438.9,20
-4,-1.8,438.9,20
-4,-1.8,438.9,20
-4,-1.8,438.9,20
-4,-1.8,438.9,20
-4,-1.8,438.9,20
-4,-1.8,438.9,20
-4,-1.8,438.9,20
-4.2,-1.8,438.9,20
-4.2,-1.8,438.9,20
-4.2,-1.8,438.9,20
-4.2,-1.8,438.9,20
-4.2,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.2,-1.8,438.9,20
-4.2,-1.7,438.9,20
-4.2,-1.7,438.9,20
-4.2,-1.7,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.8,438.9,20
-4.1,-1.8,438.9,20
-4.1,-1.8,438.9,20
-4.1,-1.8,438.9,20
-4.1,-1.8,438.9,20
-4.1,-1.8,438.9,20
-4.1,-1.8,438.9,20
-4.1,-1.8,438.9,20
-4.1,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.4,-1.8,438.9,20
-4.4,-1.8,438.9,20
-4.4,-1.8,438.9,20
-4,-1.8,438.9,20
-4,-1.8,438.9,20
-4,-1.8,438.9,20
-4,-1.8,438.9,20
-4,-1.7,438.9,20
-4,-1.7,438.9,20
-4,-1.7,438.9,20
-4,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.2,-1.7,438.9,20
-4.2,-1.7,438.9,20
-4.2,-1.7,438.9,20
-4.2,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.2,-1.9,438.9,20
-4.2,-1.9,438.9,20
-4.2,-1.9,438.9,20
-4.2,-1.9,438.9,20
-4.2,-1.8,438.9,20
-4.2,-1.8,438.9,20
-4.2,-1.8,438.9,20
-4.2,-1.8,438.9,20
-4,-1.7,438.9,20
-4,-1.7,438.9,20
-4,-1.7,438.9,20
-4,-1.7,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,439,20
-4.3,-1.8,439,20
-4.3,-1.8,439,20
-4.3,-1.8,439,20
-4.3,-1.8,439,20
-4.3,-1.8,439,20
-4.3,-1.8,439,20
-4.2,-1.8,439,20
-4.2,-1.8,439,20
-4.2,-1.8,439,20
-4.2,-1.8,439,20
-4.2,-1.8,439,20
-4.2,-1.8,439,20
-4.2,-1.8,439,20
-4.2,-1.8,439,20
-4.3,-1.8,439,20
-4.3,-1.8,439,20
-4.3,-1.8,439,20
-4,-1.8,439,20
-4,-1.8,438.9,20
-4,-1.8,438.9,20
-4,-1.8,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.1,-1.7,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.8,438.9,20
-4.3,-1.7,438.9,20
-4.3,-1.7,438.9,20
-4.3,-1.7,438.9,20
-4.3,-1.7,438.9,20
-4,-1.7,438.9,20
-4,-1.7,438.9,20
-4,-1.7,438.9,20
